"custom_step","sleek-rain-188 - _step","sleek-rain-188 - _step__MIN","sleek-rain-188 - _step__MAX","sleek-rain-188 - train_metrics/Neutrality","sleek-rain-188 - train_metrics/Neutrality__MIN","sleek-rain-188 - train_metrics/Neutrality__MAX"
"70000000","69","69","69","0.8358050126285071","0.8358050126285071","0.8358050126285071"
"71000000","70","70","70","0.8339010818416579","0.8339010818416579","0.8339010818416579"
"72000000","71","71","71","0.8284193107622556","0.8284193107622556","0.8284193107622556"
"73000000","72","72","72","0.8372391249214375","0.8372391249214375","0.8372391249214375"
"74000000","73","73","73","0.8463816211435302","0.8463816211435302","0.8463816211435302"
"75000000","74","74","74","0.8446993576644984","0.8446993576644984","0.8446993576644984"
"76000000","75","75","75","0.8319011240576596","0.8319011240576596","0.8319011240576596"
"77000000","76","76","76","0.8334976851094581","0.8334976851094581","0.8334976851094581"
"78000000","77","77","77","0.8413625709574055","0.8413625709574055","0.8413625709574055"
"79000000","78","78","78","0.8477450759799552","0.8477450759799552","0.8477450759799552"
"80000000","79","79","79","0.8391964729638838","0.8391964729638838","0.8391964729638838"
"81000000","80","80","80","0.8343175281711797","0.8343175281711797","0.8343175281711797"
"82000000","81","81","81","0.8338507347484652","0.8338507347484652","0.8338507347484652"
"83000000","82","82","82","0.8480782218381516","0.8480782218381516","0.8480782218381516"
"84000000","83","83","83","0.8400523572176379","0.8400523572176379","0.8400523572176379"
"85000000","84","84","84","0.8362008265308954","0.8362008265308954","0.8362008265308954"
"86000000","85","85","85","0.8449980279984295","0.8449980279984295","0.8449980279984295"
"87000000","86","86","86","0.8379014058021529","0.8379014058021529","0.8379014058021529"
"88000000","87","87","87","0.8443272972462397","0.8443272972462397","0.8443272972462397"
"89000000","88","88","88","0.8447923138797635","0.8447923138797635","0.8447923138797635"
"90000000","89","89","89","0.850446914671568","0.850446914671568","0.850446914671568"
"91000000","90","90","90","0.8396245054510675","0.8396245054510675","0.8396245054510675"
"92000000","91","91","91","0.8504852483459926","0.8504852483459926","0.8504852483459926"
"93000000","92","92","92","0.8504993459768613","0.8504993459768613","0.8504993459768613"
"94000000","93","93","93","0.8507831068317843","0.8507831068317843","0.8507831068317843"
"95000000","94","94","94","0.8395038459254909","0.8395038459254909","0.8395038459254909"
"96000000","95","95","95","0.8479759619667157","0.8479759619667157","0.8479759619667157"
"97000000","96","96","96","0.8436603387218171","0.8436603387218171","0.8436603387218171"
"98000000","97","97","97","0.8494614971149443","0.8494614971149443","0.8494614971149443"
"99000000","98","98","98","0.8427048103876108","0.8427048103876108","0.8427048103876108"
"100000000","99","99","99","0.8501657283398001","0.8501657283398001","0.8501657283398001"
